date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407223,1713,1932.2117521984387
1952-04-01,2076.8855263157884,1960.4943217812288,2075.137111485298,1954,2066.8655174010664
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391385,1876,2198.0106302341783
1952-06-01,2294.25394736842,2171.969519866745,2278.7629368642474,2272,2157.0470835017004
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640725,2612,2817.0221995471366
1952-08-01,3789.25394736842,3661.076283742184,3759.63271798398,3590,3598.660911180969
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,3137.609099148328
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2439.537873050507
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2366.0154111680868
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615834,2090,2120.1235335708257
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610767,1812,1875.7654878787725
1953-02-01,1957.9412280701745,1813.5571944642784,1913.178514986811,1788,1979.1108762912045
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184653,1837,2001.587432256586
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634986,1993,2136.1637537841584
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979469006,2021,2267.263533930181
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759472,2199,2226.286765498582
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809541,2622,2886.2807708328623
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787,3667.970482743506
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748103,2914,3207.0017819756426
1953-10-01,2696.204385964911,2536.1050872824926,2595.6720062268514,2487,2509.0457781305668
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2435.670649488858
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2189.9582161202743
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829652,2124,1945.8117256448663
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219466,2214,2049.4007802619094
1954-03-01,2220.4179824561397,2052.952151864186,2113.551655695768,2234,2072.1531134198685
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2207.037323127986
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151467,2423,2338.477102442519
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2297.8724441673985
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2958.2706706461236
1954-08-01,4040.8390350877194,3868.462178409106,3901.120514069046,4485,3740.3967146891787
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731528,3085,3279.896457041693
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565392,2852,2582.4410073049617
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254848,2629,2509.598543759564
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2264.4508864752593
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070268,2227,2020.9012830720944
1955-02-01,2209.526315789473,2032.729540611831,2058.894110024121,1944,2125.119335749349
1955-03-01,2346.210526315788,2169.41375496833,2189.7639724516566,2125,2148.532777955487
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931824,2260,2284.1102076997477
1955-05-01,2517.157894736841,2340.361128598713,2349.082644675149,2299,2416.2753180383934
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2376.42810177535
1955-07-01,3061.842105263157,2885.0453374978147,2882.138159003904,2659,3037.6158812541194
1955-08-01,4166.631578947367,3989.8348029635135,3981.113284589334,3761,3820.563589285186
1955-09-01,3416.842105263157,3240.045332974037,3225.509462806343,2779,3360.9171066136787
1955-10-01,2947.789473684209,2770.992702070887,2750.642483128615,2761,2664.347542840892
1955-11-01,2768.263157894736,2591.4663838768097,2565.301819240361,2446,2592.4230762474053
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2348.2255269029783
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2105.6581424276583
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888797983,1881,2210.8905250207235
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2235.350408130639
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199,2372.0063897666455
1956-05-01,2642.95043859649,2470.5735917635943,2437.91525380593,2308,2505.2821629850023
1956-06-01,2797.424122807017,2626.029480802693,2587.718303877142,2529,2466.5777205896366
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987497,2573,3128.9403849240507
1956-08-01,4292.424122807017,4122.993878998552,4073.4739414001583,3946,3913.095088798728
1956-09-01,3542.634649122806,3374.186613299129,3319.110739378278,3200,3454.687712958799
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955448,2574,2759.389367005557
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361663,2422,2688.7682292195805
1956-12-01,2655.5293859649114,2490.027958234812,2418.4781028106718,2446,2445.9061196706316
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657213,2828,2204.7062859787566
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2311.3383303432333
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2337.229986212527
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2475.3498515958768
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865157,2585,2610.121619549545
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237773,2787,2572.9452828774565
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534066,3334,3236.868163923116
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746,4022.615195497004
1957-09-01,3668.427192982456,3520.114345104851,3430.1190039263583,3613,3565.8322583442523
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845204,3463,2872.1904620661553
1957-11-01,3019.8482456140346,2875.4642131678343,2775.842897421288,3274,2803.2579849432914
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651354,2801,2562.116647045419
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2322.669695992589
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2431.0867339840775
1958-03-01,2723.588157894736,2589.517273164552,2499.5854581810704,2428,2458.795494468349
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2598.764575454643
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959275,2744,2735.4176699992217
1958-06-01,3049.009210526315,2923.7781701544536,2821.0547836058267,2772,2700.1547709060123
1958-07-01,3439.2197368421043,3316.9353071746677,3210.141879122634,3520,3366.0232005185158
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809508,3833,4153.747891647215
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296083,3377,3698.974725037241
1958-10-01,3325.167105263157,3211.7225103582127,3093.300389956618,3013,3007.374810289888
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747475,2871,2940.5163256857354
1958-12-01,2907.1144736842098,2799.5630990672043,2673.8730489945247,2592,2701.4810912945413
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541025,2375,2464.172354736356
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2574.7597182104546
1959-03-01,2849.380701754385,2753.1246821912214,2645.425726841539,2464,2604.6709151653045
1959-04-01,2957.4333333333325,2865.106133905028,2754.3061899280224,2557,2746.8745436101435
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013192,2739,2885.794296601233
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202312,2714,2852.8301669425014
1959-07-01,3565.0122807017533,3484.471533361547,3365.1438782322225,3102,3521.0294769774496
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,4311.11715951656
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670505,3772,3858.739095304963
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088106,3245,3169.566393943955
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755723,3104,3105.167233714113
1959-12-01,3032.9070175438587,2972.0103467043477,2841.0540046778624,2869,2868.623434685197
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2633.8382444772565
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2746.9812652895666
1960-03-01,2975.1732456140344,2928.5185426985217,2820.3016796757124,2756,2779.480230570593
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680238,2927,2924.303738329577
1960-05-01,3146.120614035087,3109.287959229431,2998.3254266173326,2940,3065.8754816227784
1960-06-01,3300.594298245613,3268.6726654287395,3156.5795645922594,3180,3035.5954532541245
1960-07-01,3690.8048245614023,3663.794211029058,3550.73205434186,3791,3706.510975567117
1960-08-01,4795.594298245614,4773.49469794502,4659.6250011292905,4093,4499.346981372239
1960-09-01,4045.8048245614023,4028.616249405807,3914.1005102177114,4309,4049.7493514146195
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808057,3532,3363.389195295555
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402786,3408,3301.8346912956245
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3068.1676594845867
1961-01-01,2981.913157894736,2984.85976183163,2897.44427729313,2792,2836.2913474824904
1961-02-01,2964.2815789473675,2973.121414589639,2885.8997356893847,2798,2952.375357488612
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162614,3007,2987.8474229514163
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3135.676141880144
1961-05-01,3271.9131578947363,3298.432679797468,3212.9552962873727,3201,3280.285207331055
1961-06-01,3426.3868421052625,3458.7995902868297,3374.291264254692,3428,3253.07461210808
1961-07-01,3816.597368421052,3854.9033401772,3771.5578859305656,3754,3927.091678554716
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578154,4917,4723.061339481449
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460612,3760,4276.629475633408
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516274,3609,3593.46719661189
1961-11-01,3523.018421052631,3584.8972895174584,3508.1414360354097,3471,3535.142680697469
1961-12-01,3284.492105263157,3352.264196420527,3277.640273622484,3347,3304.7377479599095
1962-01-01,3107.705701754385,3181.862116720088,3137.633241051008,3333,3076.1556460192583
1962-02-01,3090.0741228070165,3171.10597376815,3129.4289449107096,3456,3195.56597707479
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812698,3569,3234.3964745749713
1962-04-01,3334.81096491228,3429.593682738982,3393.698693241637,3900,3385.615736529044
1962-05-01,3397.705701754385,3499.3638518461366,3466.6990535023365,3909,3533.6474559932662
1962-06-01,3552.1793859649115,3660.7129666255514,3631.504474668633,4098,3509.8916257715696
1962-07-01,3942.389912280701,4057.798920805975,4032.2728514773657,4826,4187.395568207448
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191695,5770,4986.884216111392
1962-09-01,4297.389912280701,4426.549776342934,4409.066893074778,5108,4544.003450228531
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600301,4360,3864.4243801601574
1962-11-01,3648.81096491228,3791.7216873064426,3783.1864414524703,4100,3809.7151841868476
1962-12-01,3410.2846491228065,3560.0707984995643,3556.348543841815,3562,3582.957682378365
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006489,3284,3358.055122354756
1963-02-01,3215.866666666666,3380.8769844272915,3415.560650536227,3278,3481.1771063152996
1963-03-01,3352.5508771929817,3525.418833104212,3565.658428010704,3424,3523.7513677084594
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008869,3843,3678.746504543476
1963-05-01,3523.498245614034,3712.0814753754366,3764.2081767412506,3614,3830.5862098766115
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313108,3536,3810.6704765117897
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461285,4505,4492.046626792515
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448942,5456,5295.439593529269
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539234,4881,4856.495257467186
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205848,4041,4180.884728207557
1963-11-01,3774.603508771929,4010.332536576058,4104.322552132991,3724,4130.176184030957
1963-12-01,3536.077192982455,3779.663852059232,3881.5355425311914,3525,3907.4514450071533
1964-01-01,3359.290789473683,3611.2261809388974,3749.307266638601,3437,3686.6137587561866
1964-02-01,3341.659210526315,3602.4344465670647,3748.94633104496,3324,3813.8327274773433
1964-03-01,3478.343421052631,3747.958499534038,3903.1919023299374,3977,3860.53608461908
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072488,4025,4019.692428190641
1964-05-01,3649.290789473683,3936.5855503853672,4110.134144483136,4016,4175.725451248287
1964-06-01,3803.76447368421,4099.899073744887,4283.04134166714,4031,4160.035146595943
1964-07-01,4193.974999999999,4498.949436505416,4691.976098361349,4489,4845.668836577113
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828919,5563,5653.351454002277
1964-09-01,4548.974999999999,4871.629109202585,5085.296711333005,5709,5218.728879616574
1964-10-01,4079.922368421052,4411.416316909908,4635.8404623472925,4620,4547.4722230212865
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555995,4160,4501.1496624970005
1964-12-01,3661.869736842104,4011.043357099531,4257.8527481696365,4012,4282.843018113472
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426369,3987,4066.455537490751
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915932,4155,4198.156822828116
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217997,4054,4249.374607574033
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911517,4485,4413.077489737738
1965-05-01,3775.0833333333326,4172.87607687593,4509.128435207016,4558,4573.689162375495
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209756,4462,4562.6096182912315
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656578,4594,5252.8861798284415
1965-08-01,5424.557017543859,5851.815879942307,6228.768684810648,6481,6065.24377979762
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935111,6345,5635.328298943892
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503661,5142,4968.81084686855
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200508,4824,4927.2596018521745
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236175,4573,4713.7563839645245
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848816,4158,4502.20444082565
1966-02-01,3593.2442982456128,4080.908725288505,4576.08553062817,4140,4638.773374634826
1966-03-01,3729.928508771929,4228.397186835583,4739.789559153909,4251,4694.89091884052
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004982,4734,4863.525671451967
1966-05-01,3900.8758771929815,4420.953054847123,4965.8425273919165,4858,5029.101325525435
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419973,4798,5023.017873864848
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825999,5080,5718.3226388137045
1966-08-01,5550.349561403507,6102.839470783659,6700.639520873148,6905,6535.740553182493
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824582,5504,6110.917497716344
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153978,5457,5449.524582016547
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545552,5198,5413.129984363681
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209832,4890,5204.815524827509
